cancion_id,anio,genero,artista,titulo,total_escuchas
e029b372-f865-4194-83ea-67bf52cdaf02,2004,R&B,J Balvin,Grito Silencio,4967407
a8c4c5cc-f3ae-4002-bfa9-462d88104259,1963,Pop,Maluma,Misterio Mar Recuerdo,2647580
7132ee00-895d-4a74-a60d-27a39d5946b1,1976,Ska,Alejandro Sanz,Vuelo Sueño Eterno,4296688
1c6c6d65-c7fb-4152-8aad-0f068f3b7227,1982,Ska,Daddy Yankee,Noche,6918221
ab69956a-fed5-4d04-a818-c7f439470967,1960,Techno,Myke Towers,Bosque,1187673
be247ece-25a2-4040-abbc-e7d1a2b45f80,2006,Bachata,Ed Sheeran,Sombras Viento Espejo,5370795
6ce0bbfe-6841-42cd-b789-db848024fc4d,1975,Balada,Alejandro Sanz,Silencio Fuego Instante,3414273
b4695431-5549-4b5e-bd38-fe2178c8b7cb,1971,Balada,Gloria Estefan,Adiós Avenida,949731
64cc58f4-0fb4-46be-a00c-ac0c02fd88ac,1961,Country,Farruko,Momento,2590410
f7de26a6-7ce1-4192-9282-d7ea8ee62136,1989,Jazz,Enrique Iglesias,Montaña Camino,7995414
12d1f693-511c-407a-b12c-809a2e0ed5d9,1998,Gospel,Taylor Swift,Corazón,3599597
92d6418b-7d9e-41f1-8beb-cbd82a394795,1999,Reggaetón,Café Tacvba,Aurora Luz Invierno Libertad,9382
87d77cca-0982-40dc-b5de-4cb5777d8e10,1968,Balada,Rauw Alejandro,Fuego Río Misterio,1659177
61c2de2b-d6ec-4095-be37-14d462030199,2009,Rock,Vicente Fernández,Vuelo,5969403
186af24d-381e-4d23-8039-7c2c2ef8d3d2,1998,Indie,Kendrick Lamar,Fantasía Ciudad,9607427
924f631c-117d-4ab2-9e5a-033363bb9191,1984,Country,Daddy Yankee,Lluvia Libertad Cuerpo,1238929
2381cb24-4f3d-4c4d-969c-7868b8d8f3e8,2000,Blues,Enrique Iglesias,Pasión Luz Dolor Infinito,8114120
426b387f-a79f-46b9-b70d-c99c9f7cc320,1993,Salsa,Imagine Dragons,Sombras,9136099
8a9461c3-3cbf-4ae1-acf7-30f96b1e0554,1962,Reggae,Vicente Fernández,Hola Esperanza,8059716
5c37d5cd-aa10-444c-a76a-6c0f5ace7c1d,1999,Reggae,Billie Eilish,Mar Felicidad Estrella Corazón,4591212
0348e3b1-e4e0-4fad-bdcd-727447fd7143,2021,Ska,Beret,Luz Estrella Río Recuerdo,6493659
a609324e-be35-4469-be0e-3667ebad4793,2005,Punk,AC/DC,Ocaso Río,1472295
715ca830-84f3-4116-b004-4db084113f86,1974,Flamenco,Nicky Jam,Desierto Viento Verano,800287
0a3f0d01-4c2f-401b-9f8d-62c4d9229405,1985,Bachata,Maria Becerra,Sol Lluvia Montaña Estrella,8164311
a7b8c574-17cf-4b53-9a0a-47fb08bb2c83,1993,K-Pop,C. Tangana,Sueño Bailar,9409373
9638bb51-5cae-4188-9872-954a333d1071,2018,Reggaetón,Shakira,Amor Espejo Grito,5819674
4029c1b0-f564-4c52-9120-c697b8652fe5,2024,Reggae,Imagine Dragons,Hola Silencio,8715850
267a17d0-d3bc-4a13-8941-bf4b8b4350e3,1966,Rock,Ozuna,Instante Risa Luz Libertad,8644867
3a908122-ed52-4de7-9687-f9c100860b50,1968,Jazz,Alejandro Sanz,Hola,1945568
a813841b-647f-40a8-afb2-00c69fc4cda8,2002,Reggae,Queen,Fantasía Silencio Amor Destino,1757199
725ce34b-647a-469d-a7d8-ae70a9214846,1993,Indie,Julieta Venegas,Sombras Mentira Momento Recuerdo,6065055
c299b784-dce0-4f48-a812-2da5e0a83493,1981,Bachata,Daddy Yankee,Viaje,3815803
4593a19d-c2fc-40f7-9e11-abf581679e24,2018,Cumbia,Paulo Londra,Momento,7306221
73adc252-4f9d-4eec-a7a6-3baf996a1745,1960,Country,Bad Bunny,Sol Misterio,1948413
d72619f1-16b5-416e-ae8a-248a9fa5e8d8,1961,Blues,Pablo Alborán,Destino Cuerpo Recuerdo Risa,7814205
1d7ee4c0-c105-439f-93ce-c7e78875e36c,1998,Hip Hop,Rihanna,Adiós Río Grito,3473260
2f7eafb8-9697-4939-946d-62b19ab347eb,1981,Trap,Farruko,Refugio Corazón Estrella,7989890
0d92be72-d4ff-4a10-816d-8d2cd64014ce,2002,Salsa,Nirvana,Verdad Río Mar Esperanza,9404041
b371f970-ec72-43fd-b18c-a862d1e59993,2002,Trap,Linkin Park,Alma Verdad Pasión Eterno,7495543
aff0d2a6-e9e0-4f35-960f-419bd05994fb,2007,Balada,Kendrick Lamar,Fuego Mar,3939703
daf19c13-9b36-4980-b9d9-a748c20cac06,1991,Salsa,Kendrick Lamar,Grito Desierto,823670
64c1a719-31af-46c5-82fe-c7eb24b0d871,2002,Reggaetón,Coldplay,Corazón Cielo,3939720
466f1911-531e-43da-81fc-241e3724936a,2024,Hip Hop,Café Tacvba,Corazón Luna Bosque,1213442
e0aed5b1-6836-4887-807b-2a3ff3d32b67,1986,Ska,Manuel Turizo,Sombras Amor,3073351
64a123cf-4a4a-4650-8b73-862817564bb6,2004,Reggaetón,Kendrick Lamar,Avenida Fuego Calle,7016110
508cdc19-d7a1-4e49-8cc2-66742095face,2014,Flamenco,Billie Eilish,Avenida Verano Sombras Calle,38277
5f5b126f-af8b-45f3-bf68-3c29270ba61a,2001,Electrónica,Maria Becerra,Cuerpo,2741512
348b0300-f9bd-49fd-887f-f4add6f4ccdd,1996,Salsa,Rosalía,Esperanza Eterno Momento,9682801
5731e322-54fa-42a4-9dfe-b076126dd345,1972,R&B,Myke Towers,Fuego Espejo Pueblo Ciudad,6875911
7e56e44d-8a4d-4b2d-a623-734319a090b9,1984,Metal,Arctic Monkeys,Amor Ciudad Misterio,2074921
6c31f063-7776-4a45-ba52-6aeec8f8c405,1965,Metal,Paulo Londra,Adiós Verano Destino,9498721
8b499bcd-44b0-4a6b-9862-2d6eab834022,2020,Soul,Enrique Iglesias,Mar Misterio,5176451
e4a15735-21c6-4214-a1da-a72cc05d2afa,1982,Blues,Daddy Yankee,Esperanza,2189633
c4018593-852c-42fb-9cc5-ff008c3c84f7,1971,Soul,Farruko,Avenida Verano Río,5134259
52cc45e6-8a6c-4e8e-828c-90194d2a82e2,2018,K-Pop,Manuel Turizo,Alma Instante Risa,2405701
2f08f8b5-53bb-46eb-9b4e-ee94a2083628,1990,Indie,Marc Anthony,Río Espejo Pueblo Lluvia,8774858
dd7061d8-731f-46e4-a914-00743cf429fc,2023,Soul,The Beatles,Agua Estrella Dolor Invierno,2911805
ecb5feff-acd1-4ca8-b863-f5a4ffb250a6,2015,K-Pop,Anuel AA,Espejo Invierno,3706413
1fc06570-a2f4-4553-a64d-82cbe2abccac,1961,Metal,Marc Anthony,Pasión,986810
ac3ccdc6-85e6-4aa6-86df-942937361c24,1979,Pop,Coldplay,Espejo Luna Agua,9210240
3dafcf03-cd3d-408f-bc6c-115cd037f2af,2021,Indie,Ed Sheeran,Dolor Espejo Destino,3293966
c28fff34-c657-4c18-b9fd-12ff9a967d8b,2014,Blues,Gloria Estefan,Amor Viaje Silencio,7856194
a6468555-14da-4081-8ee6-6bab3457802c,2019,Blues,The Beatles,Cielo Corazón Grito,9382610
e070ed82-9966-4c3f-8f2c-d01de3c76d2f,1960,Salsa,Zoé,Libertad Agua Espejo,7529053
161f2a5c-7b6a-42b6-8c48-19ab165bfd63,2020,Punk,C. Tangana,Recuerdo,6530081
40f2bf7c-60c5-452d-a22b-c7e77941c962,1970,Hip Hop,Juanes,Amor,2044887
85edc12f-b109-43f0-8157-cc528869697a,1960,Punk,The Weeknd,Bailar Verdad Estrella Dolor,4841834
c3c81d63-fb7b-4e5c-862b-248bc3f43e5a,2019,Electrónica,Luis Fonsi,Pasión Luz Oscuridad Eterno,8533744
f6bfcfe9-41f5-4289-a032-a4c02a73cca4,1986,Clásica,Café Tacvba,Infinito Montaña,5672664
7b0d6fb7-ddee-4b45-bc07-9f625bc2fdfd,1992,Electrónica,Ed Sheeran,Avenida,3199852
d5204783-89fa-47df-a5dc-2fafd8510b21,1976,Rock,Morat,Libertad Verano Viaje,5602802
9fa71e20-ef06-4d95-9f5b-68a3573da608,2002,Soul,Anuel AA,Cuerpo Luz Noche,9221990
58f05f40-4be5-48c6-ba52-381739488a6b,2011,Clásica,Drake,Hola,8024218
86b33f02-bcac-4ef8-baab-72b6fa3ad64c,2024,Reggae,Queen,Dolor Adiós,3799838
767da9af-4c60-4ebd-8a66-dda99d0c8383,2006,Metal,Imagine Dragons,Viaje,2453590
5858036f-992c-4022-96b8-5d8c036ffefd,1996,Cumbia,Paulo Londra,Hola Risa Avenida,8427640
acff96b6-ef4d-4c09-932f-7463e904ff54,1998,Trap,Muse,Noche Verano Luz Desierto,3823745
6518bf31-da74-4455-9ff0-ba50bb9511e8,2023,Jazz,Manuel Turizo,Libertad,8382030
ad98db51-f917-4bf2-a1aa-d8480280676c,1987,Reggaetón,Rihanna,Lluvia Grito Instante,6770065
2ffca2fe-c4cf-45d8-8c17-43e03b55576d,1993,Reggaetón,Shakira,Viaje Cuerpo Ocaso Dolor,8593579
380966b3-4d92-4b30-b5f9-cc0cae9dc16b,1986,Indie,Nirvana,Momento Sol,5021485
f411af84-7528-4118-b69f-575f4e93322f,2009,Techno,Enrique Iglesias,Viento Desierto,5736856
3f6eb9a5-4bae-44bd-98eb-12200435b3bb,1992,Salsa,Luis Fonsi,Grito,5562236
189e92c1-3ce2-4224-8ca7-3669108bf8bd,1975,Clásica,Nicky Jam,Espejo,3471263
aaf25cba-028c-4bb7-9c8f-77e0a4171f77,1997,Folk,Anuel AA,Alma Fuego,2936746
fc65cd16-e7d4-4f10-b316-570078e85144,1974,Electrónica,The Beatles,Hola Luna Aurora Grito,5387015
e10467c3-9413-4a31-b976-fbe94b8fd152,2006,Pop,Ricky Martin,Corazón,9866533
7accab32-4781-4406-8c15-f48d3591171b,2011,Punk,Rihanna,Momento Recuerdo,6843739
e918a2b5-7bd4-4e48-90f9-be3721c9b0cc,1997,Trap,Taylor Swift,Fantasía Instante Sombras Mentira,9180806
8358ee35-6f3b-4d53-a8ff-619969f7512a,1989,Ska,Arctic Monkeys,Pasión,4773287
15e28e7a-b3d6-4c76-be87-9e3013e47f29,2006,Reggaetón,Rauw Alejandro,Ciudad Río Dolor Adiós,7113894
449505a1-e366-4941-9fa7-a558404968ca,1984,Cumbia,Muse,Instante Río Espejo,812822
1b7d649d-ce65-4cdb-b6ec-7590c3ad0998,1968,Pop,Luis Fonsi,Felicidad Libertad,5963395
747c2a71-eb2d-4274-b16e-1926e932d30b,2008,Cumbia,Taylor Swift,Noche Bosque Río,9701550
53ae94a3-9240-41c9-9e33-ce76b238bb38,2000,Pop,Queen,Pueblo,4140626
bc463f10-faef-40d5-b5c6-d0a476547bf2,1960,Balada,Beyoncé,Fantasía Destino,1492545
9c2581f4-2a13-49b4-ae4a-4521be51de6d,1976,Soul,Led Zeppelin,Avenida,6632938
e8df284d-3f34-4743-8405-3bff0d5b6166,1988,Techno,Rauw Alejandro,Destino Sombras Pueblo Río,4994309
1105743f-9ef0-4e5f-8457-a685d50bb1cc,2021,Metal,J Balvin,Luz Silencio Sueño Avenida,9580303
537dc6ea-4624-4447-b368-51faf46de2ed,2003,Techno,Aitana,Camino Tierra Risa,7893247
9825faf2-02a2-4380-b75f-b14b6d49f416,1964,Folk,Aitana,Momento Luna,3900159
716bb9ab-76b2-4e8c-869a-bc85c949a197,1997,Jazz,Taylor Swift,Bosque Adiós Tierra Mentira,5087661
61c29afe-bc43-4b03-9d0f-978ed499c4ea,2015,Reggae,Morat,Mar Pasión Vuelo Eterno,6323352
e221ea55-cf24-45e7-9ad7-abc4030396d5,1991,Soul,Tini,Camino Cuerpo Montaña Mar,239328
a42695d8-a0e2-452e-a79b-2b3e89db08c6,2021,Ska,Ozuna,Sombras Aurora Recuerdo,2907784
a444a925-492a-4842-8807-12c196436e7a,1995,Soul,Sebastián Yatra,Mar,6280988
13ffc23d-dcad-4972-b221-908c08d424b9,1997,Blues,Tini,Estrella Aurora Vuelo Montaña,4148848
8680fa16-626e-4e5f-923c-9147e7c046ef,2000,Folk,Mon Laferte,Vuelo Fuego Refugio Cuerpo,7013666
e36c15d6-2b06-48ae-8aa6-23759872beae,1982,Folk,Kendrick Lamar,Refugio Pasión,8390261
ee389212-0a9b-4a1d-84b7-00351e7bcfad,1962,Soul,Shakira,Grito,6713830
4450b366-ab09-4663-8fb3-633fa7ab7529,2011,Gospel,Farruko,Espejo Amor Fantasía Montaña,2543120
834d9a47-4a9b-4143-a479-166833fa11fa,1970,Clásica,Paulo Londra,Estrella Libertad Calle,6893980
1c804f92-19ee-4d18-80c4-c8773c8639f2,2010,Ska,Pablo Alborán,Ciudad Fuego Refugio,5352347
9c93ef95-7dfa-43e9-bea4-1e42cb162ae3,1961,Reggae,Metallica,Silencio,8177438
f57dcfae-4bba-4020-a81f-44567c58bcbc,2018,Pop,Beret,Refugio,1114223
ffd91b84-915e-4667-a55c-27a976f1c33c,1978,Salsa,Rosalía,Refugio Cuerpo,7929042
5e0aa9e1-8791-43eb-af1b-12bd471ba84c,2003,Salsa,Myke Towers,Melancolía Invierno Hola,4013206
b46be3c5-7225-425c-9dc2-cfa7fd796b48,1973,Blues,Queen,Viaje Estrella,5895723
39800eb5-1b4e-49bf-8c01-0f9197fd5090,1971,Reggaetón,Pablo Alborán,Alma Fantasía,3609106
64780c1e-6eff-45cc-9f49-74219ecbaf19,2018,Electrónica,Morat,Hola Mar Invierno Fantasía,2528047
4399aa55-2e6c-478a-ba3b-c04349520609,2001,Balada,Myke Towers,Silencio,9632960
57cfbece-9a5f-408e-9831-f9b9eecd3bba,1970,Indie,The Beatles,Calle,1600701
17a598dc-6f44-48c3-b116-b62fe0580041,2012,Hip Hop,Imagine Dragons,Viento Grito Hola,2033182
a161a680-8135-453a-b92e-2ad0f23f59e6,2018,Soul,The Beatles,Luna Noche Aurora Viaje,98019
1db1e892-1fba-495f-a939-af819de22f96,2006,Techno,Pablo Alborán,Calle,26062
6a9058c5-b2cf-45fe-8ad8-2c79d8b81155,1997,Cumbia,Radiohead,Esperanza Mentira,7823545
01257877-5c77-4e12-b3fd-665cfe70cd10,2015,Metal,Zoé,Mentira,8222244
a02c7df0-53ec-4cda-b333-defc31c2fca5,1969,Soul,Alejandro Sanz,Fuego,2876122
1a19c22e-d342-4adb-bb0e-477b464defc2,1974,Country,Alejandro Sanz,Mentira Melancolía,9213438
be6b78b9-13b9-433f-a192-e335bb58c0be,1976,Blues,Red Hot Chili Peppers,Avenida Agua Ocaso,7397584
b8a3aae6-ae8c-4aaf-af3e-80f12bf1418a,1965,Cumbia,Led Zeppelin,Sombras,6470732
52513163-b070-466c-82c0-290a23d19ffa,1966,Country,Marc Anthony,Dolor,8083657
770a8598-f671-44eb-b91a-d05a27842e02,1999,Balada,Dua Lipa,Instante,4582577
b89b4ffa-7ac0-438e-a471-67d3100fff2d,1966,Bachata,Red Hot Chili Peppers,Esperanza Amor Lluvia,8641024
65774f53-571f-489f-976e-d7909f5eb958,2025,Reggaetón,Shakira,Misterio Pueblo Melancolía,6691108
8bbf3315-bd3c-4c4a-a6b2-8ce14d8f6a06,2006,Folk,Alejandro Sanz,Adiós Libertad Río,752996
421c74b8-e4b8-42e0-a51d-b0153ad63939,1996,Techno,Tini,Pasión,28831
ad730fb9-3bbf-4715-a7df-8109eee960f4,1965,Salsa,Adele,Hola,6600974
4bb3e242-8d98-4262-8501-4addeee75dbd,1986,Indie,Shakira,Risa Adiós Pueblo,6627598
4e4883a8-f8d6-479e-8e95-76dde4a44d7a,1982,Cumbia,Enrique Iglesias,Cuerpo,9106108
3f1db830-310b-4049-b429-ef296e7ad3e8,2016,Soul,Ed Sheeran,Recuerdo,6723234
30fc3c97-2976-4d0f-a4b4-064b6a01a566,1980,Folk,Ozuna,Invierno,6778361
44e5e1eb-b100-4a2d-a89c-62a851b1636c,2004,R&B,Daddy Yankee,Oscuridad,7107674
380c304e-bebb-450e-9ffc-baf45b74fd08,2020,Flamenco,Nirvana,Bailar,1049902
b4673335-12aa-4f56-ae53-d1e7be226229,1960,Folk,AC/DC,Estrella Sueño Grito Felicidad,9680618
90e15ff1-df53-4914-8584-ba2e0893ccb2,1968,Metal,Myke Towers,Amor Ocaso Tierra,3119653
f68b58cc-dd1c-453a-9bb4-a6ab1814f6f6,1960,Electrónica,Rihanna,Bosque Libertad Silencio,1130267
480acad1-08be-4eb1-8939-7648bac83988,1991,Electrónica,Red Hot Chili Peppers,Verano,1485968
0831dc7b-6a92-4bba-b598-8ce090e4ec5d,1978,Bachata,Juanes,Bailar Vuelo,1221604
5d88c14a-67fd-4a40-8a53-b81b484f3ec0,2010,Bachata,Queen,Verano Verdad Esperanza Sombras,7884222
358fd534-9d46-4ef3-867f-6a809b4dce61,2017,Flamenco,Juanes,Pasión,9140601
7bb84235-9682-4070-bb81-16876fbc4759,1994,Salsa,Rauw Alejandro,Sombras,9209715
7a352594-a73e-41a7-ba49-2b5615bfc18e,1983,Hip Hop,Julieta Venegas,Silencio Destino Momento Verdad,2366554
e70a6917-b529-4013-877b-d7cec5beb244,2013,K-Pop,Dua Lipa,Fantasía,350556
1b6b78d2-fd1b-4f9e-8235-02ef871ada07,2014,Reggae,Bruno Mars,Aurora Destino,2614084
dde182f9-8150-4e5b-941a-fdd25954a6ea,1971,Reggae,Aitana,Espejo Avenida Luna Alma,8267976
483e8fb4-13bf-413a-aa4b-5b8ef89a006e,1972,Bachata,Radiohead,Luna Ocaso Infinito Destino,4337764
bad7be15-0689-41d5-ab06-b689430514e4,1978,K-Pop,Vicente Fernández,Invierno Aurora Verano Libertad,7986556
f15046b0-a494-4bfd-a661-737acaa47267,1976,Hip Hop,J Balvin,Dolor,9511281
5f45bd23-ecf8-490a-91a2-c36878dce466,1967,Trap,Led Zeppelin,Invierno Luz Instante,5158342
96ed689c-025d-44fa-be00-7422b167aa98,2011,Punk,Beret,Desierto,227559
635806f0-fb6c-4312-a5b8-4f2ad181646f,2016,Salsa,Linkin Park,Recuerdo Bailar Cielo Oscuridad,4051555
c5623f5f-e1ef-4e15-b1c9-3e34f9166e1f,2025,Hip Hop,AC/DC,Espejo Verano Invierno,6309238
61a9e6f8-65d5-4131-9c08-996982dd83bb,1983,Techno,The Beatles,Melancolía,3064699
7c0b3364-c461-42df-a4cf-e46370ee4701,1981,Ska,Bruno Mars,Avenida Verdad,5321505
b65a5a54-f255-4564-8688-2d903b77a639,1964,K-Pop,Muse,Libertad Felicidad,3799207
9533b810-0393-4d8f-9100-9d94b34e2064,2006,Salsa,Billie Eilish,Agua Dolor Espejo,8079401
f2f19375-1b0c-4985-89ff-8945795e1d47,2020,Balada,Daddy Yankee,Silencio Cielo Montaña Sol,1802137
b08fd040-7766-45a1-889e-baf7077009fb,1978,Cumbia,Rauw Alejandro,Infinito,2027780
c86dc25a-90fe-463c-97c6-31f18380fa87,2008,Salsa,Gloria Estefan,Bosque Cuerpo Verano,1946972
8cc1bf91-fc2b-4ff1-b0a4-46026b09b152,1988,Folk,Juanes,Dolor,3899404
3688f4c2-882c-4872-85ec-c2ff0b0e04fc,2004,Folk,Rihanna,Silencio,7390942
f7968496-5f9f-4af3-85a9-0af62fb56754,2015,Soul,C. Tangana,Cuerpo,6146219
b8e67c60-465c-42e7-857c-3d4682766c46,1964,K-Pop,Sia,Infinito Recuerdo Mentira,7507163
600a4b01-f18c-455b-a2b7-17aedf955ffb,1988,Jazz,Linkin Park,Invierno Infinito,1059348
c904a1be-8f37-473b-bbd9-5764f62be4a4,2007,Jazz,Daddy Yankee,Silencio Luz Lluvia Instante,1099055
2da97fbe-395a-4de8-be44-e52ef9cd2b71,2005,Salsa,Marc Anthony,Bailar Refugio,375986
d4923dd1-d444-4eb1-82b6-9227e97df096,1986,Rock,Ed Sheeran,Cuerpo Momento Recuerdo,9574854
e728e8e1-69a0-4c75-a022-d711f788915a,1980,Reggae,Anuel AA,Silencio,1906630
f7cae06e-f5c9-4b3e-a57a-4bcbed8a42c9,2019,Soul,Myke Towers,Cuerpo Bailar,3135884
7187aff4-d988-46c6-b137-7918bff76fb6,1967,Techno,Sia,Mar Lluvia Bosque Montaña,6986813
7201ed22-c7d4-489c-a956-37ff6ecbc654,2006,Indie,Rihanna,Momento,1729880
c1ddce41-f25c-41e6-a065-03e1e8605958,1969,Blues,Maluma,Refugio Aurora Alma Avenida,807787
c7039ea3-84b2-4dd5-a93a-ecfdcf0627d4,1999,Clásica,Muse,Adiós Felicidad Calle,3800902
b0805687-a600-43ee-b58d-f371eb1fca7e,1996,Folk,Tini,Eterno,3359509
ee461b08-5d7a-4fdf-8c2d-9a0249e01d9e,2003,Punk,Taylor Swift,Silencio Sol Instante Amor,3598780
aff80968-fb54-4c8e-b382-cfe4a59ea08b,1974,Techno,Arctic Monkeys,Corazón Refugio Cielo Alma,4978185
e1a91cfb-15a9-4383-88a7-04302151627e,1980,Electrónica,Paulo Londra,Mentira Ciudad Pasión,4355078
8208c0b2-e1f5-48ac-ba08-2a080273f47e,1962,Electrónica,AC/DC,Sombras Invierno,118890
0b8433e9-69e1-4c43-b316-0a884fc95b7f,2017,Cumbia,Sebastián Yatra,Invierno,154770
eaef18e9-1dfe-4f5a-a3d4-7587cb97fd52,2003,Bachata,Mon Laferte,Corazón Aurora,37685
ca46a8f3-99df-49aa-ad85-fa33f8f96271,2014,Cumbia,Ozuna,Verdad,6947762
3ae90272-a3e0-4a6a-85db-ccc426837fe2,2018,Salsa,Vicente Fernández,Luna Libertad Alma Sol,3094161
6176a60d-fc58-4220-8469-fc4825b654fe,2007,Bachata,Imagine Dragons,Libertad Eterno,1719060
86066e92-a6ac-41a2-8d00-9054749a9a44,2016,Reggaetón,Julieta Venegas,Felicidad Montaña Destino Amor,3644115
9dd033f3-1ccd-466e-84bf-6e3de3835318,2009,Reggaetón,Alejandro Sanz,Verano Libertad Instante,5364721
98eafe66-8973-4031-a19a-b24e9ea6b08a,1973,Flamenco,Nicky Jam,Bosque,9079119
9d563d65-eee8-4068-be9a-cea8c1a0e13e,2013,Clásica,Enrique Iglesias,Libertad Fuego,3389372
0dd5780b-ee99-4104-8f7d-966bc1b3adb6,1978,Bachata,Rihanna,Hola Alma Río,3695014
3f713b90-6d9c-44d6-bd1a-86885ef330d3,2015,Hip Hop,J Balvin,Silencio Verdad,8485348
7693be68-9356-45ae-bcdb-d090f2924309,2018,Ska,Maria Becerra,Ocaso Destino Eterno Mentira,8524357
605040ec-ebfa-4bd5-9526-15bb867809fd,2015,Salsa,Alejandro Sanz,Bailar Desierto Esperanza,3627529
44e3428d-4cac-49ce-b5ae-37d977758717,1999,Folk,Led Zeppelin,Viaje,1735535
792e4f3c-a488-4d7d-983b-046f335238ce,2010,Soul,The Weeknd,Verdad Luz,2663562
41ecf25f-006a-4a4c-8020-5f5283db0dfd,2022,Balada,Bad Bunny,Ocaso Silencio Corazón Montaña,2127108
628a1be3-78aa-4c5d-92f8-3dac031ff3d8,2015,Country,Maria Becerra,Estrella Instante,6516475
c2974757-a4c8-43c0-a229-638476ec5aea,1979,Pop,Nirvana,Sueño Infinito,4318324
85c933ed-1f7e-47fe-9f80-b1affbc511a1,1975,Pop,Rosalía,Dolor Luna,430390
e097ed8c-6fa5-4f6d-9e79-f940102a8093,1984,R&B,Pablo Alborán,Luna,5855611
255948a0-d55d-4b89-ac34-e3b7c317da00,2012,Reggaetón,Radiohead,Sol Mentira,9411490
00ab5f09-9d6f-417f-ac1b-f4412857a784,1962,Gospel,Kendrick Lamar,Avenida,7158169
a02cc641-bc1b-4fac-824b-7012cc4d00e3,1973,Indie,The Beatles,Noche Risa,2893568
a63a32a3-9de7-4ee9-b5b2-65f9c08b832e,1983,Salsa,Linkin Park,Sol,7981019
ca13cecb-3a86-4f93-8c16-aabb4ec9246d,1967,Blues,Paulo Londra,Avenida Alma,4823294
a5dba68c-bcb5-4f1a-902a-81ea25f2b290,1991,Folk,Karol G,Corazón Alma Oscuridad Sombras,5798900
2f5f91f6-66d9-4085-acf7-202dbb8d3434,1984,Rock,Maria Becerra,Risa,249238
1ee1ce0c-1f79-4d07-8300-44d9e71f9c3c,2002,Blues,Julieta Venegas,Vuelo Invierno Refugio Ocaso,5186409
f7fdeb25-e412-4881-b1a4-a8686d71c718,2011,Pop,Rosalía,Momento Libertad Pasión Pueblo,6578514
d9ecf793-be0d-4d20-b647-09ac51f4daf7,2022,Pop,Vicente Fernández,Vuelo,7482956
7ae349e6-5487-4729-887d-b631e012d1bb,2023,Blues,Myke Towers,Hola Oscuridad Ocaso,7730966
bbd2419e-a660-4c56-ae28-9783679106c3,2020,Country,Vicente Fernández,Dolor Lluvia Luz,9268941
63e69a81-8d60-45e5-90f8-1e0ac6691863,1961,Electrónica,Alejandro Sanz,Adiós Fantasía,8413481
0c7a4961-b0ac-4f1b-907b-a2e752632e0a,1992,Techno,Marc Anthony,Oscuridad,7032642
bfc3fcc7-c98c-4c3e-998c-49ae6753c6aa,2017,Flamenco,Vicente Fernández,Esperanza Tierra,6053031
27451ec9-d2b9-4a6a-843a-579497398660,2019,Country,Imagine Dragons,Noche Fantasía,6823194
62b293cd-40b3-4e71-8edf-8cdac227a0a1,2016,Blues,Luis Fonsi,Viaje,1750761
d19bfb9a-deda-46ad-b62a-9d3e93686fbb,1989,Punk,Taylor Swift,Luz Grito,1873948
a26ee0e8-d1d7-4de2-ac82-c5b9897f5d58,2007,Indie,Maria Becerra,Recuerdo,9241337
555ff980-7c4a-4b61-bf24-ba4794af23c9,1997,Clásica,Maluma,Melancolía,522580
d1ce3839-d9bc-49e5-95d7-4cd3bdb7640d,1965,Soul,Ozuna,Tierra,7925444
ab09e6b1-4b7c-4295-95b3-b1435f8545ef,2010,Trap,Shakira,Tierra Dolor Camino Sol,7466547
d49aa7e5-b059-42df-8815-cc323597581f,1970,Ska,Arctic Monkeys,Luz Felicidad,3605179
69987e8a-f7fa-4b3a-ae82-5f9bc9b1ea8c,1970,Electrónica,Muse,Melancolía Invierno Río Pasión,9772732
2a3fdefa-2dd1-4664-a71d-e11245d352a4,1985,Pop,Maria Becerra,Agua Sombras,1431737
b28af2aa-9ae6-45f5-a432-ca4943c0e806,2003,Gospel,Julieta Venegas,Cuerpo Verano,8642905
b126aad4-8e4f-4b5b-bd46-21ac719e6d5b,1986,Cumbia,Muse,Ciudad Grito Oscuridad Montaña,7577329
c2a16715-c9dc-4cf9-bbba-9b317688a1f5,1992,Cumbia,Beret,Ocaso Invierno,7487681
3ee18da6-35a2-4265-99ae-83cbd36a60e4,1981,Punk,The Beatles,Eterno Adiós,6324186
e7283e79-95d9-4e50-b70d-8cb9bb9cd516,1990,Gospel,The Beatles,Dolor,6632321
df5c81ea-0be4-400b-b1d9-ea10bd2bd3e9,1963,Flamenco,Maria Becerra,Infinito Ocaso Lluvia Sol,5961509
b26c94b8-e143-40f6-8e91-96837d0545e2,2004,Folk,Queen,Melancolía,9479648
40caa3d5-2566-498e-9f34-19ee7dee0367,1996,Salsa,Manuel Turizo,Aurora,4183922
5f33599f-06fd-4524-b187-0c91d889f3f6,1980,Salsa,Marc Anthony,Eterno Amor Bosque,3241133
2619aad8-156b-4e49-a512-3649b1a84d1e,1960,Balada,Arctic Monkeys,Pasión,1266007
de66827f-56f6-4178-b3a7-90bb11eaecb3,1972,Hip Hop,Pablo Alborán,Verano Viaje Vuelo,6036878
9b4888ee-b95c-4c5b-b0d4-31b7a1f2dee3,1990,Blues,Muse,Amor Río,8567684
52b68a34-3134-4d17-8c13-16c2458ea53d,1967,Electrónica,Farruko,Noche Grito Mar Eterno,4955139
14d11492-4259-4557-99d3-4b27c98f30c1,2010,Blues,Maluma,Invierno Ciudad,8249103
